,title,title_label,description,description_label
50,계룡시  여름철  폭염대응  종합대책 추진,0,특히 이번 폭염대응은  코로나  감염 예방 및 확산 방지를 위해 많은 사람이 모이거나 접촉가능성이 높은  행동요령과  코로나  감염예방을 위한 냉방기기 사용법 등을 홍보해 주민 건강과 안전 제고에 집중할 예정이다 ,1
51,중기중앙회  신세계백화점서  중소기업 소상공인 특별전  개최,0,특별전은 신종  코로나 바이러스 감염증 코로나 로 어려움을 겪고 있는 중소기업과 소상공인의 판로개척을 위해 기획됐다  이 행사는 지난  월 신세계백화점 본점에서 처음 개최한 이후 의정부 대구 광주 부산 등  ,1
52,무주군  공공산림가꾸기  두 마리 토끼  잡아,0,사업추진에 앞서 지난  월 산림바이오매스 수집단  명을 선발 완료하고 참여자를 대상으로  코로나  관련  산림녹지과 이상일 산림조성 팀장은  코로나 로 침체되어 있는 상황에서 이번 사업을 통해 사회적  ,1
53,속초시  시민중심원탁회의 제 차 자문회의 개최,0, 시민중심원탁회의 는 당초  월중 개최할 예정이었으나  코로나  확산방지를 위해 부득이하게 연기된 이후   월부터 생활 속 거리두기로 방역지침이 전환됨에 따라 발열체크  손소독제 비치  마스크 착용 등 방역에  ,1
54,평택시 바르게살기 세교동 위원회  현충일 맞아 태극기달기운동 전개,0,강경화 위원장은  월 호국영령의 달을 맞아 순국선열들을 기리는 가장 첫걸음은 태극기 게양이라 생각 한다 며  코로나 로 인해 외출이 어려운 만큼  태극기 게양을 통해 순국선열에 대한 감사한 마음을 되새기는 날이  ,1
55,셀트리온   램시마  제형간 유효성 차이 없어 ,0, 는  일부터  일까지 독일 프랑크푸르트에서 열릴 예정이었으나  코로나 로 인해 온라인으로 진행됐다  이번 임상결과 자료는 학회 홈페이지를 통해 공개됐다   일 셀트리온에 따르면  에서 발표한 임상  ,1
56, 분에 끝내는 오늘의 축구 이슈   월  일 해축 브리핑,0,그날의 이슈를 정리해 한눈에 볼 수 있게 정리했다   코로나   토트넘  하세베  리버풀  베르너  외질 그래픽 황지영  사진 게티이미지코리아     포포투  무단 전재 및 재배포 금지,1
57,올해도 찾아온 폭염 대구 더위 방역 둘 다 잡을까,1,대구에 올해 첫 폭염특보가 내려진 가운데 대구시가 신종  코로나 바이러스감염증 코로나  방역과 연계한 폭염대책을 마련했다  거리두기를 유지하면서 폭염취약계층 지원을 확대하는 것에 초점을 맞췄는데 냉방이  ,1
58,건강용품업체  리치웨이  관련 확진자 최소  명 대부분 어르신들 ,1,다단계식 건강용품 판매업체  리치웨이  관련  코로나  확진자가  일 오전까지 최소  명 파악됐다  지난  일 리치웨이에 다녀온 안산  번 환자는 다음날인 지난  일부터 두통과 인후통 등  코로나  의심 증상이  ,1
59,수안  지친 의료진들을 위한 노래 ,1,가수 수안이  일 오후 서울 중랑구 서울의료원에서 열린  서울의료원 잠시멈춤 콘서트 에서 신종  코로나 바이러스 감염증 코로나  환자 진료를 위해 수고해 온 의료진들을 위해 공연을 펼치고 있다   뉴스 ,1
60,수안  지친 의료진들을 위한 노래 ,1,가수 수안이  일 오후 서울 중랑구 서울의료원에서 열린  서울의료원 잠시멈춤 콘서트 에서 신종  코로나 바이러스 감염증 코로나  환자 진료를 위해 수고해 온 의료진들을 위해 공연을 펼치고 있다   뉴스 ,1
61,제주   코로나  상황에 해수욕장 개장 운영대책  부심 ,1,여름철 해수욕장 개장을 앞두고 신종  코로나  바이러스 감염증 코로나  확산세가 꺾이지 않으면서  제주자치도가 해수욕장 운영대책 수립에 부심하고 있다  제주특별자치도는 오는  일 제주도청  청사 탐라홀에서  ,1
62, 뺄수록 잘나가네  당 나트륨 지방 최소화한  로우푸드  인기,0,정식품 관계자는  코로나  이후 건강을 챙기는 트렌드에 따라 저당  저염  저지방에 대한 소비자들의 관심이 더욱 높아지고 있다 며  앞으로도 맛은 물론 체계적인 영양설계로 누구나 안심하고 건강하게 즐길 수  ,1
63,경북교육청  고 학생  분기 학비 전액 반환   분기는 면제,1,경북교육청은  코로나 로 경제적 어려움을 겪고 있는 학부모의 교육비 부담을 덜어주기 위해 미리 납부한  임종식 교육감은  학비 반환을 통해  코로나  장기화로 어려움을 겪고 있는 학부모의 교육비 부담을  ,1
64,마이다스에셋   아시아 리더스 테크 성장주 목표전환형 펀드  기준가 달성,0,오남훈 주식운용 본부장은  테크 업종 내에서도  코로나 와 미중 무역분쟁으로 일부 수혜를 입는 기업들이 있었다 며  기본적으로   전기차  자동화 로봇 등의 주요 테마에 집중하여 목표 성과를 달성할 수  ,1
65,신한카드  구독경제 주목  딥원스카드  새 광고 시작,1,올  월에 출시된 딥원스카드는 구독 경제에 특화한 상품으로  코로나  등의 영향으로 사회적 거리 두기를 일상화한 언택트 시대에 더욱 주목 받고 있다  이번 광고에서 신한카드는 매달 비용을 내고 필요한 물건과  ,1
66,세종시 아동청소년과  농촌 일손돕기 앞장,0, 중부매일 홍종윤 기자  세종시 아동청소년과 직원들이  코로나  장기화로 농번기 일손 부족 현상을  김종락 아동청소년과장은  코로나 와 농번기가 겹치면서 일손부족으로 어려움을 겪고 있는 농가에 조금이나마  ,1
67, 캐피탈  한국 과  월 쉐보레 콤보 할부,1, 선수금  만원 기준  또 쉐보레는  월에 이어  월에도  코로나 로 인한 어려움 속에서도 수고하고 있는 이들을 격려하기 위해  우리들의 히어로 여러분을 쉐보레가 응원합니다              ,1
68,어제 하루 환자  명 추가 종교 소모임 등 산발적 감염,0,종교 소모임 관련 등 산발적 감염으로 어제 하루  코로나  신규 환자가  명 늘었습니다  중앙방역대책본부는 오늘  시 기준 국내 확진자는  명  사망자는 추가 없이  명이라고 밝혔습니다  교회 관련 등  ,1
69,인테리어 공사 불만족   안심 인테리어플랫폼  뚝딱 이 해결사로 나선다   ,0, 코로나  이후 집에 있는 시간이 늘어나면서 집을 휴식공간  홈엔터테인먼트 공간  나만의 공간으로 꾸미려는 인테리어 수요가 증가하고  인테리어 시공 결과에 대해 불만을 표시하는 소비자도 덩달아 증가하고 있다  ,1
70, 의료진 힘내세요 ,1, 일 오후 서울 중랑구 서울의료원에서 열린  서울의료원 잠시멈춤 콘서트 에서 신종  코로나 바이러스 감염증 코로나  환자 진료를 위해 수고해 온 의료진들이 가수 수안의 공연을 보고 있다   뉴스 ,1
71, 무궁화  동두천시자원봉사센터 이동세탁차량 세제지원 협약,0,이날 행사에 참여한 최용덕 시장은  무궁화는 지난  일  코로나  극복을 위한 나눔키트 세제  비누  전달에 이어  이동세탁차량 운영사업에도 세제 및 섬유유연제를 지원해주셔서 다시 한 번 감사드린다 며  관내에  ,1
72, 월 일 환경의 날  저축은행업계  친환경 경영 녹색금융 정책 확산,1, 코로나 로 언택트 소비에 따른 일회용품 소비가 늘어나면서 폐기물 등 환경과 직결된 난제들이 포스트  코로나  시대의 과제로 자리 잡게 됐다  정부 또한 포스트  코로나 를 대비하기 위해  그린뉴딜 을 국가 주요 정책으로  ,1
73,  경남 김해에 제 데이터센터   건립,0, 은 자체 보유한 통합 클라우드 서비스  의 사업 확대와 더불어  포스트  코로나  시대로 본격화된 디지털 전환으로 클라우드 수요 급증이 예상됨에 따라  의 데이터 수용 능력을 넘어선 새로운  데이터  ,1
74,농어촌   억 상생펀드 조성해 중소기업과 동반성장,0,광주전남 지역 소재 중소기업과 일자리창출기업은 최대  억 원  창업기업과  코로나  피해 중소기업은 최대  이번 상생펀드를 통한 대출금리 우대는 실질적인 이자 부담 완화로  코로나 로 경영의 어려움을 겪고 있는  ,1
75, 학원도  코드 도입 학원법 개정도 추진,0,최근 학원을 통한  코로나  감염 사례가 이어지자 교육부는 방역수칙을 위반하는 학원을 처벌하기 위해  올  월 이후 전국  개 학원에서 학생과 강사 등  명이  코로나 에 감염됐습니다   유은혜   부총리 겸 교육부  ,1
76,삼성고  방역활동 인력 채용  접수  일까지,0,채용부문은  코로나  학교 방역활동 인력이다  채용 후  코로나  대응 학생 보호 방역활동 및 생활지도 지원 인력 운용등을 담당하게 된다  보수는 시급  만  원이다  채용기간은  일부터  월 일까지다  모집인원은  ,1
77,한국판 뉴딜에  조 투자   디지털 그린 산업 신진대사 촉진 ,0, 코로나  경제 위기 극복의 해법치고는 비중이 크지 않은데  정부는  년까지  배에 달하는  조 원을  산업의 신진대사를 촉진하는 것이  코로나  위기를 기회로 살리는 방향이라고 보고 있습니다    신호입니다 ,1
78,체리쉬  창립  주년 기념 특가 이벤트 이달까지 연장 회원 대상 침실 주방 ,0,체리쉬는  코로나 로 인한 어려움이 이어지는 가운데   대한민국 동행세일 에 동참하는 취지로 지난  월 말부터 진행했던 창립  주년 특가 이벤트를 오는  일까지 연장한다고 밝혔다  체리쉬는 이번 특가 이벤트를 통해  ,1
79, 디지털 적응은 생존 문제 단절 극복할 포용이 핵심 ,0, 코로나  확산으로 온라인 수업과 같은 비대면 활동이 늘면서 디지털 환경 적응이 현대 생활의 필수 요소가  포스트  코로나  시대에 대비한 디지털 환경 토론회에 이혜리 기자가 다녀왔습니다   기자  사상 초유의 온라인  ,1
80, 석남역 메트로시티  홍보관 오픈  인천 서북권 교통망 품은 대단지 아파트,0,한편  석남역 메트로시티 홍보관은 인천광역시 서구 가좌동에 위치해 있으며  코로나  예방과 방문객 편의  방문자 간 접촉 최소화를 위해 사전 방문 예약제를 실시하고 있다 ,1
81,종로학원   일 드라이브스루 입시설명회 개최,0,그러나 최근 수도권을 중심으로  코로나  바이러스 감염이 재확산되면서 자동차에서 설명회를 듣는 드라이브 스루 방식으로 진행한다  참석자는 차 안에서 발열 검사를 받고 자료집을 받은 뒤 자동차에 탄 채로 라디오를  ,1
82,셀트리온   램시마  램시마와 약효 차이 없다 ,0, 는 지난  일부터  일까지 독일 프랑크푸르트에서 열릴 예정이었으나  신종  코로나 바이러스 감염증 코로나  사태로 인해 온라인으로 진행됐다  발표한 임상연구자료는 학회 홈페이지에 공개된다  셀트리온  ,1
83,의료진의 미소,1, 일 오후 서울 중랑구 서울의료원에서 열린  서울의료원 잠시멈춤 콘서트 에서 신종  코로나 바이러스 감염증 코로나  환자 진료를 위해 수고해 온 의료진들이 가수 폴 킴의 공연을 보고 있다   뉴스 ,1
84, 여시아문  손,0, 코로나  확산을 막기 위해 무료 급식소가 모두 문을 닫았다  그가 허기를 해결하던 곳을 잃어버린 것이다  노숙인들에게는  코로나 보다 더 무서운 것이 굶주림일 지도 모른다  바이러스가 우리들 서로의 손을 멀어지게 할  ,1
85,문 대통령 지지율  대 이탈 영향,1,이어  수도권을 중심으로 신종  코로나 바이러스 감염증 코로나 의 산발적인 집단 감염  윤미향 더불어민주당 의원 이슈 등이 중도층 이탈로 이어진 결과로 보인다 고 전했다  특히 이념성향별 중도층에서  ,1
86, 코로나  방역지침 딥러닝  수어 통역 기술로 제작,0,아직 기술이 완성되지는 않았는데  우선 이 기술을 활용해  코로나  생활방역 지침을 수어 애니메이션으로 제작해 공개했습니다  이정우 기자입니다   기자   코로나  이후 감염자 정보와 동선  감염병 예방을 위한 정부  ,1
87,강서구청  코로나  확진자  가양 동 화곡 동 거주 에바다교회 관악 리치웨이 ,1,한국정경신문 최태원 기 자   한국정경신문  서울 강서구청이 관내  코로나  확진자 발생 소식을  일 전했다 강서구청에 따르면 가양 동 거주  대 남성과 화곡 동에 거주  대 남성이 각각  코로나  확진 판정을 받았다  ,1
88,전남농협  영농철 농촌 일손돕기에 총력지원,0,이번 일손 돕기는  코로나  장기화로 인해 본격적인 영농철에 농촌 인력수급의 어려움으로 일손부족 심화  김석기 본부장은 코로나  사태 장기화로 인한 농촌인력 문제와 경기위축으로 인한 농산물 소비부진 등  ,1
89,여수시   코로나  극복 문화예술단체에  만원 지원,0,여수시가  코로나 의 장기화로 각종 문화행사가 취소 연기되어 경제적으로 어려움을 겪고 있는 지역의  권오봉 여수시장은  코로나 로 어려움을 겪고 있는 여수 지역의 문화예술단체에 재정적 지원을 통해  ,1
90,이상직 의원  전북판 뉴딜 완성에 매진 ,0,그는  이 법이 통과하면 가구당  만 만원의 소득이 증가하고 자영업자  만명이 이득을 본다 며  신종  코로나 바이러스 감염증 코로나  여파로 민생현장의 기반이 무너졌는데 생존을 위한 현실적인 법안 이라고  ,1
91,여수 둔덕동 지역사회보장협의체  독거노인  세대 찾아 생신 축하,1,강행숙 둔덕동장은  홀로계신 어르신들이 외롭지 않은 삶을 지낼 수 있도록 지속적인 관심과 다양한 사업을 운영하겠다 며  지역사회보장협의체와 협력해  코로나 로 힘든 시간을 보낸 지역 주민들을 위해  ,1
92, 농협손보 임직원  영농철 일손돕기에 구슬땀,0,임종철  농협손해보험 부사장은  코로나 로 인한 화훼농가의 어려움이 장기화 되고 있어 안타깝다 며  농협손해보험은 지속적인 농촌 지원활동을 통해 농가의 경영안정에 기여할 수 있도록 최선을 다하겠다 고  ,1
